ItineraryID,Spot1,Spot2,Spot3,Spot4,Spot5,Historical,Nature,Religious,Art,Activities,Entertainment,Culture,,,Context,link to itinerary
15,Basilica Minore Del Santo Nino,Magellan's Cross,Fort San Pedro,Cebu Metropolitan Cathedral,Sky Experience Adventure,3,0,2,0,1,1,2,,,3D/2N Day 1 tour of Link,https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
16,Cebu Taoist Temple,Sirao Garden,Temple of Leah,Taboan Public Market,,2,1,1,2,1,0,2,,,3D/2N Day 2 Tour of provided link,https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
17,Heritage of Cebu Monument,Colon Street,Jesuit House Museum,Yap-San Diego Ancestral House,Mactan Shrine,4,0,1,0,1,0,2,,,3D/2n Day 3 Tour of provided link,https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
18,Fort San Pedro,Cebu Provincial Museum,Magellan's Cross,Basilica Minore Del Santo Nino,Cebu Taoist Temple,5,0,2,1,0,0,3,,,4D/3N Day 1 tour 5 starting locations,https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
19,Hilutongan Island (Gilutongan Island),Nalusuan Island,Caohagan Island,,,0,3,0,0,3,0,0,,,4D/3N Day 2 tour,https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
20,Cebu Provincial Museum,Sirao Garden,Temple of Leah,Taboan Public Market,,2,1,0,1,1,0,3,,,"4D/3N Day 3 tour, excluding some spots",https://www.pinoyadventurista.com/2020/05/cebu-itinerary-for-3-4-5-6-days-philippines.html
21,Fort San Pedro,Magellan's Cross,Basilica Minore Del Santo Nino,Heritage of Cebu Monument,Temple of Leah,5,0,1,1,0,0,3,,,First 5 places of itinerary of provided link,https://madmonkeyhostels.com/h2o_blog/cebu-itinerary/
22,Sirao Garden,Mountain View Nature's Park,Temple of Leah,Kabang Falls (Budlaan Falls),Cebu Taoist Temple,2,2,1,2,2,1,1,,,Day 1 itinerary of provided link,https://www.thebrokebackpacker.com/cebu-itinerary/
23,Osmena Peak,Kawasan Falls,Panagsama Beach,White Beach Moalboal,,0,4,0,0,4,0,0,,,Day 2 itinerary of provided link,https://www.thebrokebackpacker.com/cebu-itinerary/
24,Temple of Leah,Cebu Taoist Temple,Mactan Shrine,,,3,0,1,2,0,0,2,,,"Day 1 itinerary of provided link, excluding some spots",https://adventureswithnienie.com/cebu-itinerary/
25,Magellan’s Cross,Basilica Minore Del Santo Nino,Fort San Pedro,Upside Down World,,3,0,1,1,0,1,2,,,Day 2 itinerary of provided link,https://adventureswithnienie.com/cebu-itinerary/
26,Pescador Island,White Beach Moalboal,,,,0,2,0,0,2,0,0,,,Day 3 itinerary of provided link,https://adventureswithnienie.com/cebu-itinerary/
27,Canyoneering Cebu Badian Adventure,Kawasan Falls,,,,0,1,0,0,2,1,0,,,Day 4 itinerary of provided link,https://adventureswithnienie.com/cebu-itinerary/
28,Oslob Whale Shark Watching,Tingko Beach,Simala Shrine (Monastery of the Holy Eucharist),,,1,2,1,0,2,1,1,,,Day 5 itinerary of provided link,https://adventureswithnienie.com/cebu-itinerary/
29,Magellan’s Cross,Fort San Pedro,Taboan Public Market,Jesuit House Museum,Casa Gorordo Museum,4,0,1,0,1,0,3,,,Day 1 itinerary of provided link,https://www.roadaffair.com/5-days-in-cebu-itinerary/
30,Sirao Garden,Temple Of Leah,Tops Lookout,Magellan's Cross,Basilica Minore Del Santo Nino,3,2,1,1,0,1,3,,,Day 1 itinerary of provided link,https://www.awanderfulsole.com/cebu-5-day-itinerary-budget-travel-guide-bantayan-island-oslob-sumilon-samboan-osmena-peak-sidetrip-manjuyod-sandbar/
31,Fort San Pedro,Basilica Minore Del Santo Nino,Magellan's Cross,Heritage of Cebu Monument,Yap-San Diego Ancestral House,5,0,1,0,0,0,2,,,First 5 places only out of 7,https://www.smitabhattacharya.com/cebu-city-travel-itinerary/
32,Magellan's Cross,Fort San Pedro,Sky Experience Adventure,Cebu Taoist Temple,Sirao Garden,3,1,1,1,1,1,1,,,First few places (first 2 places are condensed),https://www.detourista.com/guide/cebu/
33,Plaza Independencia,Fort San Pedro,Magellan’s Cross,Basilica Minore Del Santo Nino,Sirao Garden,4,1,1,0,0,0,2,,,First 5 places out of 8,https://mywanderstory.com/2018/02/03/cebu-city-tour-8-destinations/
34,Tops Lookout,Temple Of Leah,Cebu Taoist Temple,,,2,1,1,2,0,1,1,,,,https://mywanderstory.com/2018/02/03/cebu-city-tour-8-destinations/
35,Basilica Minore Del Santo Nino,Magellan’s Cross,Fort San Pedro,Cebu Provincial Museum,Casa Gorordo Museum,5,0,1,0,0,0,4,,,"First 5 places out of 9, Day 1 itinerary of link",https://dianashealthyliving.com/4-day-cebu-itinerary/
36,Yap-San Diego Ancestral House,Heritage of Cebu Monument,Colon Street,,,2,0,0,0,3,0,1,,,"Places 6 to 9 , Day 1 itinerary of link",https://dianashealthyliving.com/4-day-cebu-itinerary/
37,Mactan Shrine,Olango Islands,Island Eco Tourism Park,San Vicente Marine Sanctuary,,1,2,0,0,3,1,1,,,Day 2 itinerary of provided link,https://dianashealthyliving.com/4-day-cebu-itinerary/
38,White Beach Moalboal,Panagsama Beach,,,,0,2,0,0,2,0,0,,,Day 3 itinerary of provided link,https://dianashealthyliving.com/4-day-cebu-itinerary/
39,Fort San Pedro,Magellan’s Cross,Basilica Minore Del Santo Nino,Colon Street,Cebu Taoist Temple,4,0,2,1,1,0,3,,,"First 5 places out of 7, Day 1 itinerary of link",https://expertworldtravel.com/cebu-4-day-itinerary/
40,Oslob Whale Shark Watching,Kawasan Falls,,,,0,2,0,0,2,1,0,,,Day 2 itinerary of link,https://expertworldtravel.com/cebu-4-day-itinerary/
41,White Beach Moalboal,Pescador Island,,,,0,2,0,0,2,0,0,,,Day 3 itinerary of link,https://expertworldtravel.com/cebu-4-day-itinerary/
42,Fort San Pedro,Basilica Minore Del Santo Nino,Magellan’s Cross,Cebu Metropolitan Cathedral,Cebu Taoist Temple,5,0,3,1,0,0,3,,,Day 3 itinerary of link,https://iwandered.net/manila-cebu-itinerary/#Day_3_-_Cebu
43,Basilica Minore Del Santo Nino,Fort San Pedro,Magellan’s Cross,Yap-San Diego Ancestral House,Tops Lookout,4,1,1,0,0,1,2,,,Day 1 itinerary of link,https://www.triphobo.com/tripplans/cebu-city-philippines/2-days-itinerary
44,Kawasan Falls,Tumalog Falls,Cebu Taoist Temple,Heritage of Cebu Monument,,2,2,1,1,2,0,0,,,Day 2 itinerary of link,https://www.triphobo.com/tripplans/cebu-city-philippines/2-days-itinerary
45,Sirao Garden,Temple Of Leah,Cebu Taoist Temple,Fort San Pedro,Basilica Minore Del Santo Nino,4,1,2,2,0,0,2,,,"First 5 places out of 6 , Day 1 itinerary of link",https://thegeeklygal.com/travel/cebu-bohol-itinerary-guide-budget
46,Mactan Shrine,Cebu Taoist Temple,Fort San Pedro,Magellan's Cross,,4,0,1,1,0,0,2,,,Day 1 itinerary of link,https://www.juanderfulpinoy.com/its-more-fun-in-cebua-3d2n-itinerary/
47,Panagsama Beach,Orchids Gallery,White Beach Moalboal,,,0,3,0,0,2,0,0,,,Day 2 itinerary of link,https://www.juanderfulpinoy.com/its-more-fun-in-cebua-3d2n-itinerary/
48,Magellan's Cross,Basilica Minore Del Santo Nino,Fort San Pedro,Mactan Shrine,Cebu Taoist Temple,5,0,2,1,0,0,3,,,Day 3 itinerary of link,https://mattscradle.com/bohol-to-cebu-itinerary-3days-2nights/
49,Panagsama Beach,SeaQuest Dive Center,White Beach Moalboal,,,0,3,0,0,3,0,0,,,Day 3 itinerary of link,https://gretastravels.com/cebu-itinerary/
50,Kawasan Falls,Cambais Falls,Osmena Peak,,,0,2,0,0,2,0,0,,,Day 4 itinerary of link,https://gretastravels.com/cebu-itinerary/
51,Oslob Whale Shark Watching,Tumalog Falls,,,,0,2,0,0,2,1,0,,,Day 5 itinerary of link,https://gretastravels.com/cebu-itinerary/
52,Hilutongan Island (Gilutongan Island),Caohagan Island,Nalusuan Island,,,0,3,0,0,3,0,0,,,Island hopping,https://www.cebutours.ph/package/mactan-island-hopping/
53,Oslob Whale Shark Watching,Tumalog Falls,Sumilon Island Sandbar,Kawasan Falls,,0,4,0,0,4,2,0,,,,https://www.cebutours.ph/package/whale-shark-watching-sumilon-sandbar-kawasan-falls-tour/
54,Oslob Whale Shark Watching,Tumalog Falls,Sumilon Island Sandbar,Pescador Island,,0,4,0,0,4,2,0,,,Island hopping,https://www.cebutours.ph/package/whale-shark-watching-sumilon-sandbar-pescador-island/
55,Oslob Whale Shark Watching,Tumalog Falls,Kawasan Falls,Pescador Island,,0,4,0,0,4,1,0,,,Island hopping,https://www.cebutours.ph/package/whale-shark-watching-kawasan-falls-pescador-island/
56,Oslob Whale Shark Watching,Tumalog Falls,Kawasan Falls,,,0,3,0,0,3,1,0,,,,https://www.cebutours.ph/package/whale-shark-and-kawasan-falls-tour/
57,Oslob Whale Shark Watching,Tumalog Falls,Sumilon Island Sandbar,,,0,3,0,0,3,2,0,,,,https://www.cebutours.ph/package/whale-shark-watching-and-sumilon-sandbar/
58,Oslob Whale Shark Watching,Tumalog Falls,Pescador Island,,,0,3,0,0,3,1,0,,,,https://www.cebutours.ph/package/whale-shark-pescador-island-hopping/
59,Osmena Peak,Canyoneering Cebu Badian Adventure,,,,0,1,0,0,2,1,0,,,,https://www.cebutours.ph/package/osmena-peak-and-canyoneering/
60,Osmena Peak,Kawasan Falls,,,,0,2,0,0,2,0,0,,,,https://www.cebutours.ph/package/kawasan-falls-and-osmena-peak/
61,10000 Roses Cafe,Sirao Garden,Tops Lookout,Temple of Leah,,1,3,0,1,0,2,1,,,,https://joansfootprints.com/2019/05/31/north-cebu-day-tour-a-php600-00-itinerary/
62,Basilica Minore Del Santo Nino,Magellan's Cross,Casa Gorordo Museum,Yap-San Diego Ancestral House,Heritage of Cebu Monument,5,0,1,0,0,0,3,,,"First 5 places out of 7, Day 1 itinerary of link",https://herlculis.wordpress.com/2016/10/11/travel-guide-cebu-dumaguete-siquijor/
63,Magellan's Cross,Basilica Minore Del Santo Nino,Fort San Pedro,Cebu Taoist Temple,,4,0,2,1,0,0,2,,,Day 1 itinerary of link,https://www.blog.book2wheel.com/2023/05/08/7-day-travel-itinerary-for-cebu-city-2023/
64,Fort San Pedro,Magellan's Cross,Temple of Leah,Taboan Public Market,Tops Lookout,3,1,0,1,1,1,3,,,,https://www.kkday.com/en/blog/36280/asia-philippines-24-hours-cebu-itinerary-things-to-do
65,Sirao Garden,Jumalon Butterfly Sanctuary And Art Gallery,Cebu Taoist Temple,Terrazas de Flores Botanical Garden,Tops Lookout,1,3,1,2,0,1,1,,,Day 3 itinerary of link,https://sgp1.digitaloceanspaces.com/tz-mag-ph/wp-content/uploads/2018/03/070703032020/Klook-Cebu-Itinerary.pdf
66,Cebu Metropolitan Cathedral,Tops Lookout,,,,1,1,1,0,0,1,1,,,Day 1 itinerary of link,https://dreamsinheels.com/cebu-itinerary-what-to-do-in-cebu-philippines-asia/
67,Cebu Taoist Temple,Jumalon Butterfly Sanctuary And Art Gallery,,,,1,1,1,2,0,0,0,,,Day 2 itinerary of link,https://dreamsinheels.com/cebu-itinerary-what-to-do-in-cebu-philippines-asia/
68,Oslob Whale Shark Watching,Tumalog Falls,Colon Street,,,0,2,0,0,3,1,1,,,Day 3 itinerary of link,https://dreamsinheels.com/cebu-itinerary-what-to-do-in-cebu-philippines-asia/
69,Basilica Minore Del Santo Nino,Fort San Pedro,Yap-San Diego Ancestral House,,,3,0,1,0,0,0,1,,,Day 4 itinerary of link,https://dreamsinheels.com/cebu-itinerary-what-to-do-in-cebu-philippines-asia/
70,Fort San Pedro,Colon Street,Taboan Public Market,Sky Experience Adventure,,1,0,0,0,3,1,2,,,Day 1 itinerary of link,https://www.halalzilla.com/cebu-pacific-5-day-cebu-itinerary-halal-food-mosques/86089
71,Green Mosque,Terrazas de Flores Botanical Garden,Tops Lookout,,,0,2,1,0,0,1,1,,,"Day 2 itinerary of link, Robinsons not Included",https://www.halalzilla.com/cebu-pacific-5-day-cebu-itinerary-halal-food-mosques/86089
72,White Beach Moalboal,Panagsama Beach,Pescador Island,,,0,3,0,0,3,1,0,,,Day 4 itinerary of link,https://www.halalzilla.com/cebu-pacific-5-day-cebu-itinerary-halal-food-mosques/86089
73,Oslob Whale Shark Watching,Sumilon Island Sandbar,Tumalog Falls,Osmena Peak,,0,4,0,0,4,2,0,,,,https://www.taraletsanywhere.com/oslob-day-tour/?expand_article=1
74,Caohagan Island,Hilutongan Island (Gilutongan Island),Nalusuan Island,,,0,3,0,0,3,0,0,,,,https://www.viator.com/tours/Cebu/Mactan-Cebu-Island-Hopping-with-Lunch-Gilutungan-Caohagan-San-Vicente/d5172-41718P20
75,Basilica Minore Del Santo Nino,Magellan's Cross,Fort San Pedro,Heritage of Cebu Monument,Yap-San Diego Ancestral House,5,0,1,0,0,0,2,,,First 5 places out of 11,https://www.viator.com/tours/Cebu/Private-Cebu-and-Lapu-Lapu-City-Tour-with-Uphill-Spots-and-Lunch-at-House-of-Lechon/d5172-41718P22
76,Cebu Taoist Temple,Alegre Guitar Factory,Mactan Shrine,Temple of Leah,Tops Lookout,4,1,1,2,0,1,3,,,Places 6 to 10 of link,https://www.viator.com/tours/Cebu/Private-Cebu-and-Lapu-Lapu-City-Tour-with-Uphill-Spots-and-Lunch-at-House-of-Lechon/d5172-41718P22
77,Kawasan Falls,Pescador Island,,,,0,2,0,0,2,0,0,,,,https://www.viator.com/tours/Cebu/Kawasan-Falls-with-Moalboal-Island-Hopping/d5172-19592P6
78,Cebu Taoist Temple,Basilica Minore Del Santo Nino,Magellan's Cross,Fort San Pedro,Cebu Provincial Museum,5,0,2,1,0,0,3,,,Places 1-5 out of 8 of itinerary,https://www.islandtrektours.com/twin-city-tour-cebu-and-mactan/
79,Kawasan Falls,White Beach Moalboal,,,,0,2,0,0,2,0,0,,,Day 1 Itinerary of link,https://www.lakwatsero.com/info/itinerary-info/cebu-itinerary-three-day-adventures-in-the-south/
80,Cambais Falls,Inambakan Falls,Sumilon Island Sandbar,,,0,3,0,0,2,1,0,,,Day 2 Itinerary of link,https://www.lakwatsero.com/info/itinerary-info/cebu-itinerary-three-day-adventures-in-the-south/
81,Tumalog Falls,Osmena Peak,,,,0,2,0,0,2,0,0,,,Day 3 Itinerary of link,https://www.lakwatsero.com/info/itinerary-info/cebu-itinerary-three-day-adventures-in-the-south/
82,Alegria Heritage Park,Oslob Whale Shark Watching,Sumilon Island Sandbar,Tumalog Falls,Osmena Peak,0,4,0,0,4,3,1,,,Day 2 Itinerary of link,https://www.angelmacaraig.com/2016/11/4d3n-south-cebu-itinerary.html
83,Caohagan Island,Nalusuan Island,,,,0,2,0,0,2,0,0,,,,https://www.tripadvisor.com/AttractionProductReview-g667507-d18911264-Mactan_Cebu_Island_Hopping_with_Lunch_Gilutungan_Caohagan_Nalusuan-Mactan_Island_C.html
84,Pescador Island,Canyoneering Cebu Badian Adventure,Kawasan Falls,,,0,2,0,0,3,1,0,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d17716642-Pescador_Island_with_Sardines_Turtle_and_Canyoneering_in_Kawasan_Falls-Cebu_City_C.html
85,Oslob Whale Shark Watching,Tumalog Falls,Canyoneering Cebu Badian Adventure,Kawasan Falls,,0,4,0,0,3,2,0,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d17517007-Whale_Shark_Snorkeling_w_Tumalog_Falls_Canyoneering_in_Kawasan-Cebu_City_Cebu_Isla.html
86,Heritage of Cebu Monument,Yap-San Diego Ancestral House,Basilica Minore Del Santo Nino,Magellan's Cross,,4,0,1,0,1,0,3,,,Places 1-5 out of 6 of itinerary,https://www.tripadvisor.com/AttractionProductReview-g294261-d25245114-Cebu_City_Historical_Street_and_Food_Tour-Cebu_Island_Visayas.html
87,Oslob Whale Shark Watching,Tumalog Falls,Sumilon Island Sandbar,Canyoneering Cebu Badian Adventure,Kawasan Falls,0,4,0,0,5,3,0,,,,https://www.tripadvisor.com/AttractionProductReview-g294261-d19441669-Whale_Shark_Encounter_Sumilon_Sandbar_Canyoneering_in_Kawasan_Falls-Cebu_Island_Vi.html
88,Cebu Taoist Temple,Temple of Leah,Sirao Garden,Mountain View Nature's Park,,2,1,1,2,1,1,1,,,,https://www.tripadvisor.com/AttractionProductReview-g294261-d25564573-Cebu_Highlands_Tour_Cebu_Taoist_Temple_of_Leah_and_Sirao_Garden-Cebu_Island_Visaya.html
89,Cebu Taoist Temple,Heritage of Cebu Monument,Yap-San Diego Ancestral House,Magellan's Cross,Basilica Minore Del Santo Nino,5,0,2,1,0,0,2,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d16656751-Cebu_City_Tour_Private-Cebu_City_Cebu_Island_Visayas.html
90,Basilica Minore Del Santo Nino,Magellan's Cross,Alegre Guitar Factory,Mactan Shrine,Cebu Taoist Temple,5,0,1,2,0,0,4,,,Places 1 to 5 out of 10,https://www.tripadvisor.com/AttractionProductReview-g298460-d18912177-Cebu_City_Historical_Tour-Cebu_City_Cebu_Island_Visayas.html
91,Heritage of Cebu Monument,Sirao Garden,Fort San Pedro,Temple of Leah,Tops Lookout,3,2,0,1,0,1,1,,,Places 6 to 10 out of 10,https://www.tripadvisor.com/AttractionProductReview-g298460-d18912177-Cebu_City_Historical_Tour-Cebu_City_Cebu_Island_Visayas.html
92,Oslob Whale Shark Watching,Cuartel Ruins,Tumalog Falls,Sumilon Island Sandbar,,1,3,0,0,3,2,0,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d25333965-Oslob_Whaleshark_and_Tumalog_Falls_Joiners-Cebu_City_Cebu_Island_Visayas.html
93,Fort San Pedro,Basilica Minore Del Santo Nino,Casa Gorordo Museum,Cebu Taoist Temple,,4,0,2,1,0,0,2,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d12470040-Private_5_Hour_Cebu_City_Tour_with_Lunch-Cebu_City_Cebu_Island_Visayas.html
94,Basilica Minore Del Santo Nino,Chapel of San Pedro Calungsod,Simala Shrine (Monastery of the Holy Eucharist),Capila de Sta. Ana,,3,0,4,0,0,0,2,,,,https://www.tripadvisor.com/AttractionProductReview-g298460-d21070033-Pilgrimage_Tour_in_Cebu-Cebu_City_Cebu_Island_Visayas.html
95,Basilica Minore Del Santo Nino,Cebu Metropolitan Cathedral,Archdiocesan Museum of Cebu,OAD Tabor Hill,,3,0,4,0,0,0,3,,,,https://www.tripadvisor.com/AttractionProductReview-g294261-d20298190-A_Half_day_Guided_Pilgrimage_Tour_in_Cebu_CIty-Cebu_Island_Visayas.html
